song_id,day,total_streams,unique_listeners,repeat_listeners,skips,completions,saves,shares,playlist_adds,repeat_rate,skip_rate,completion_rate,save_rate,share_rate,playlist_add_rate,previous_streams,stream_growth,previous_growth,growth_acceleration
S00600,2026-01-03,567198,409968,120824,145648,384018,34796,12242,20615,0.29471568512664403,0.2567851085511585,0.6770439952186009,0.08487491706669789,0.029860867189634314,0.05028441244194669,594367.0,-0.04571081503515506,-0.03881656613354467,-0.006894248901610389
S00600,2026-01-04,581405,425946,123956,159457,394534,35052,12560,22188,0.29101341484601334,0.2742614872593115,0.6785872154522234,0.0822921215365328,0.029487305902626156,0.05209111014072206,567198.0,0.025047690577188142,-0.04571081503515506,0.0707585056123432
S00600,2026-01-05,546312,374027,102452,149417,367973,31250,11359,19053,0.2739160541886014,0.2735012227445123,0.6735583329672422,0.08355011803960677,0.030369465305980583,0.05094017276827609,581405.0,-0.06035895804129654,0.025047690577188142,-0.08540664861848468
S00600,2026-01-06,641077,451660,134093,166973,433550,37611,13594,22719,0.29688925297790375,0.2604570121841838,0.6762838161406508,0.08327281583492008,0.030097861223043882,0.05030111145551964,546312.0,0.17346314926269235,-0.06035895804129654,0.2338221073039889
S00600,2026-01-07,568190,405018,115417,152460,384740,32835,11712,21740,0.28496758168772746,0.2683257361094,0.6771326492898502,0.08107047094203221,0.028917233308149267,0.05367662671782489,641077.0,-0.11369461078778365,0.17346314926269235,-0.287157760050476
S00600,2026-01-08,578189,421669,107273,152312,384658,35313,11936,21929,0.2544009637891332,0.2634294322444737,0.665280730003511,0.08374578164389604,0.028306562730482914,0.052005245820774114,568190.0,0.01759798658899303,-0.11369461078778365,0.13129259737677668
S00600,2026-01-09,531629,386147,112993,143091,358818,32693,12418,19667,0.2926165424048355,0.26915574583026886,0.674940607077492,0.0846646484369942,0.03215873747562457,0.05093138105436531,578189.0,-0.08052730162628485,0.01759798658899303,-0.09812528821527788
S00600,2026-01-10,541605,378397,111878,151038,367399,31140,11657,19754,0.29566302058420124,0.2788711330212978,0.6783523047239224,0.08229452136248437,0.030806269605731545,0.05220443079622724,531629.0,0.018764965793814925,-0.08052730162628485,0.09929226742009978
S00600,2026-01-11,552351,414379,123127,147067,367615,32237,12319,22728,0.2971361965736681,0.2662564202834792,0.6655460024513398,0.07779593077834543,0.029728823130515784,0.05484833932221469,541605.0,0.019841028055501697,0.018764965793814925,0.001076062261686772
S00600,2026-01-12,570503,406261,107817,150337,388092,32975,11643,19300,0.2653885064035189,0.26351658098204567,0.6802628557606183,0.08116703301572142,0.02865891631241985,0.047506405980391915,552351.0,0.03286316128693523,0.019841028055501697,0.01302213323143353
S00600,2026-01-13,559409,394058,118225,149322,377210,32430,11411,20328,0.3000192865009719,0.26692813308330754,0.674300914000311,0.08229752980525709,0.028957666130366596,0.05158631470494191,570503.0,-0.01944599765470123,0.03286316128693523,-0.05230915894163646
S00600,2026-01-14,555141,411542,100375,149365,376868,35184,11419,20602,0.24389977207672606,0.269057770908652,0.6788689720269265,0.08549309669486954,0.027746864232569217,0.05006050415267457,559409.0,-0.007629480398062993,-0.01944599765470123,0.011816517256638237
S00601,2026-01-01,734985,549854,148267,185386,531529,58559,21194,36701,0.26964794290848115,0.252230997911522,0.7231834663292448,0.10649917978226947,0.03854477734089413,0.06674680915297515,,0.0,,0.0
S00601,2026-01-02,695169,500067,149293,172832,504051,52494,19545,33671,0.29854599483669186,0.24861868121276984,0.7250769237408458,0.10497393349291195,0.039084762641806,0.06733297738103095,734985.0,-0.05417253413334966,0.0,-0.05417253413334966
S00601,2026-01-03,671036,482035,146299,160189,477427,49621,18517,30908,0.3035028576763098,0.23871893609284747,0.711477476618244,0.10294065783604925,0.03841422303359714,0.06411982532388727,695169.0,-0.03471529944517093,-0.05417253413334966,0.019457234688178726
S00601,2026-01-04,709440,524510,159607,167871,507876,54632,20103,34458,0.3042973441879087,0.23662466170500676,0.715882949932341,0.10415816666984423,0.03832720062534556,0.0656956016091209,671036.0,0.05723090862487257,-0.03471529944517093,0.0919462080700435
S00601,2026-01-05,694729,492013,152291,162354,499689,48464,18549,32617,0.309526374303118,0.23369400154592654,0.7192574370725852,0.09850146235973439,0.03770022336808174,0.06629296380380194,709440.0,-0.02073607352277851,0.05723090862487257,-0.07796698214765108
S00601,2026-01-06,694174,493430,163468,174124,501573,51116,18291,30686,0.3312891392902742,0.2508362456675128,0.722546508512275,0.10359321484303752,0.03706908781387431,0.06218916563646312,694729.0,-0.000798872653941296,-0.02073607352277851,0.019937200868837213
S00601,2026-01-07,609021,442192,138027,135561,439656,44187,16448,28357,0.31214268914860516,0.22258838365179526,0.7219061411675459,0.09992718095307015,0.03719651192242284,0.06412825198103991,694174.0,-0.12266809186169458,-0.000798872653941296,-0.12186921920775329
S00601,2026-01-08,645653,500387,153488,152791,464707,51088,18900,32956,0.30673858433572415,0.23664569048699532,0.7197472945994211,0.10209697693984855,0.03777076542755907,0.06586102356775855,609021.0,0.06014899322026657,-0.12266809186169458,0.18281708508196115
S00601,2026-01-09,637671,453239,130506,142836,465877,48194,16853,29538,0.287940799445767,0.2239963868515269,0.7305914805597243,0.10633242064341329,0.03718347273734167,0.06517091424171353,645653.0,-0.01236267778512612,0.06014899322026657,-0.07251167100539269
S00601,2026-01-10,658091,473039,146098,155009,467292,48827,18538,31347,0.3088497988537943,0.23554341268912657,0.7100720113175837,0.10321981908468435,0.039189157765004576,0.06626726337574704,637671.0,0.03202278290842764,-0.01236267778512612,0.04438546069355376
S00601,2026-01-11,650916,461515,155088,157454,471848,47513,17621,30849,0.3360410820883395,0.24189603574040275,0.724898450798567,0.10295006662838695,0.03818077418935462,0.06684289784730724,658091.0,-0.010902747492368081,0.03202278290842764,-0.04292553040079572
S00601,2026-01-12,732379,514094,165386,180503,530721,51831,19723,31758,0.32170381292137235,0.24646119017612467,0.7246534922492316,0.10082008348667754,0.038364579240372385,0.06177469490015445,650916.0,0.1251513252093972,-0.010902747492368081,0.13605407270176528
S00601,2026-01-13,752114,540528,195608,170357,536121,57682,19927,35225,0.36188319569014,0.22650422675285928,0.7128188014051061,0.10671417576887784,0.03686580528668265,0.06516776189207589,732379.0,0.026946430741460414,0.1251513252093972,-0.09820489446793679
S00601,2026-01-14,698615,477175,150779,163282,500114,50165,17832,32461,0.3159826059621732,0.23372243653514455,0.7158649613878889,0.10512914549169591,0.03736993765390056,0.06802745324042542,752114.0,-0.07113150400072332,0.026946430741460414,-0.09807793474218374
S00602,2026-01-01,503592,354523,84547,145547,317291,22016,8151,14100,0.23848100123264218,0.2890176968657167,0.6300556799949165,0.062100343278151206,0.02299145612555462,0.0397717496467084,,0.0,,0.0
S00602,2026-01-02,585954,428336,88275,164125,378734,26630,8902,15986,0.20608821112397743,0.28009877908504766,0.6463544919908388,0.062170819169997386,0.020782749990661535,0.0373211684285234,503592.0,0.16354906352761756,0.0,0.16354906352761756
S00602,2026-01-03,639695,449904,101769,187684,402471,26402,10041,16327,0.22620158967246345,0.29339607156535535,0.6291607719303731,0.05868363028557203,0.02231809452683239,0.036289964081226214,585954.0,0.09171539062793332,0.16354906352761756,-0.07183367289968423
S00602,2026-01-04,615735,431578,96741,179889,389116,26922,9717,14907,0.22415646766053876,0.2921532802260713,0.6319536813726684,0.06238038083498232,0.022515049423279223,0.034540685577114684,639695.0,-0.03745534981514631,0.09171539062793332,-0.12917074044307963
S00602,2026-01-05,561037,410993,86896,166615,353643,24057,8948,16555,0.2114293917414652,0.2969768482292612,0.630338106042917,0.05853384364210583,0.021771660344580078,0.04028049139523058,615735.0,-0.0888336703289565,-0.03745534981514631,-0.051378320513810194
S00602,2026-01-06,571214,410680,91499,169800,354211,25636,9154,16347,0.22279877276711796,0.297261621738963,0.6201020983379258,0.06242329794487192,0.02228986071880783,0.03980471413265803,561037.0,0.018139623589888076,-0.0888336703289565,0.10697329391884458
S00602,2026-01-07,582472,414817,112206,168779,367935,27130,8323,15664,0.27049518221287944,0.28976328475875235,0.631678432611353,0.06540233404127603,0.02006426930429563,0.03776122965066523,571214.0,0.019708900692209985,0.018139623589888076,0.0015692771023219088
S00602,2026-01-08,590700,434380,111573,176650,379057,25812,9738,15236,0.2568557484230397,0.2990519722363298,0.6417081428813273,0.05942262535107509,0.02241815921543349,0.035075279709010546,582472.0,0.014126000906481417,0.019708900692209985,-0.005582899785728568
S00602,2026-01-09,608838,434619,110460,179948,381134,25714,8810,16499,0.25415363801398466,0.29555973838689437,0.6260023191719308,0.059164463587648035,0.02027062783725516,0.03796198509499125,590700.0,0.030705942102590145,0.014126000906481417,0.016579941196108727
S00602,2026-01-10,586055,409089,97860,177285,367752,23813,8982,16388,0.23921444966743177,0.30250573751610343,0.6275042444821731,0.05820982720141583,0.02195610246181149,0.04005974250102056,608838.0,-0.03742046324309589,0.030705942102590145,-0.06812640534568604
S00602,2026-01-11,623004,466533,102358,185723,386710,28379,11045,18068,0.21940141426222798,0.29810884039267804,0.6207183260460607,0.06082956618288524,0.02367463823566607,0.03872823573037706,586055.0,0.0630469836448797,-0.03742046324309589,0.1004674468879756
S00602,2026-01-12,605726,442447,116328,171909,377959,26105,9564,17270,0.2629196265315394,0.28380653959050794,0.6239768476175697,0.059001417118886554,0.021616148374833596,0.039032923717417,623004.0,-0.027733369288158616,0.0630469836448797,-0.09078035293303832
S00602,2026-01-13,572137,414071,87104,177453,355716,25792,8414,16351,0.210360059023694,0.31015823133270526,0.6217322074957571,0.062288834523547894,0.020320186634659274,0.039488396917436865,605726.0,-0.05545246530609549,-0.027733369288158616,-0.027719096017936873
S00602,2026-01-14,571464,429258,96112,160529,362212,27261,9407,16147,0.22390264130196758,0.28090833368331164,0.6338317024344491,0.0635072613672896,0.021914559542279933,0.03761607238537197,572137.0,-0.0011762916923744315,-0.05545246530609549,0.05427617361372106
S00603,2026-01-01,467453,345699,51967,156093,256790,7483,2254,4446,0.15032441517042283,0.3339223408556582,0.5493386500888859,0.021645998397449805,0.006520122997173842,0.012860899221577153,,0.0,,0.0
S00603,2026-01-02,439922,307500,50070,153693,247567,6907,2250,3959,0.16282926829268293,0.34936420547278835,0.5627520333149968,0.02246178861788618,0.007317073170731708,0.01287479674796748,467453.0,-0.05889576064331603,0.0,-0.05889576064331603
S00603,2026-01-03,475455,347407,63989,163685,267357,7475,2028,5972,0.18419030128926592,0.3442702253630733,0.5623182004606114,0.021516549752883505,0.0058375334981736115,0.017190212056751877,439922.0,0.08077113670150626,-0.05889576064331603,0.1396668973448223
S00603,2026-01-04,449025,313131,48904,150004,246056,7587,1684,3098,0.15617744650002716,0.3340660319581315,0.5479783976393297,0.02422947584237907,0.00537794086181183,0.009893622796848604,475455.0,-0.05558885698962046,0.08077113670150626,-0.13635999369112672
S00603,2026-01-05,415861,296762,41435,140556,232346,8011,1937,4000,0.13962367149432878,0.33798793346815403,0.5587107230540974,0.02699469608642616,0.006527116005418484,0.013478814673037654,449025.0,-0.07385780301764933,-0.05558885698962046,-0.018268946028028865
S00603,2026-01-06,375032,277569,52126,127394,206672,6989,1662,2697,0.18779474653149306,0.33968834659442393,0.5510783079843853,0.025179324780505028,0.00598770035558726,0.009716502923597376,415861.0,-0.09817943976472909,-0.07385780301764933,-0.024321636747079767
S00603,2026-01-07,430984,296194,53757,150804,242459,8164,2051,3492,0.18149253529781156,0.3499062610212908,0.5625707682883819,0.027563016131319337,0.0069245156890416415,0.011789570349163048,375032.0,0.14919260223127617,-0.09817943976472909,0.24737204199600527
S00603,2026-01-08,399261,284758,38261,133199,222482,7132,1963,4015,0.13436321367617415,0.333613851590814,0.5572344907216081,0.025045828387613343,0.0068935727881218435,0.014099691668012839,430984.0,-0.07360598073246338,0.14919260223127617,-0.22279858296373956
S00603,2026-01-09,403197,292407,42584,135365,228303,7856,2077,4020,0.1456326284938459,0.3357291844929402,0.5662318916063364,0.02686666187881959,0.0071031131265667374,0.01374796089012917,399261.0,0.009858213048607345,-0.07360598073246338,0.08346419378107073
S00603,2026-01-10,427531,315684,54807,147869,237412,7070,2271,3430,0.17361348690462614,0.3458673172237803,0.5553094395494128,0.02239581353505404,0.007193902763523017,0.010865295675422259,403197.0,0.06035263159200088,0.009858213048607345,0.05049441854339354
S00603,2026-01-11,416905,311646,42683,146144,231718,7500,2133,3912,0.1369598839709157,0.35054508820954416,0.5558052793801945,0.024065766927860457,0.006844304114283514,0.012552704029572015,427531.0,-0.02485433804800119,0.06035263159200088,-0.08520696964000207
S00603,2026-01-12,451074,310221,47474,158479,251170,7049,2866,4501,0.15303283788009192,0.3513370311744858,0.556826596079579,0.022722510726224207,0.009238575080345948,0.014509011317738,416905.0,0.08195871961238166,-0.02485433804800119,0.10681305766038285
S00603,2026-01-13,421885,307030,39363,148761,233694,7285,2324,4678,0.1282057127967951,0.3526103084963912,0.5539282031833319,0.023727323062892876,0.007569292902973651,0.01523629612741426,451074.0,-0.0647100032367195,0.08195871961238166,-0.14666872284910115
S00603,2026-01-14,499065,358497,55365,171141,276601,8217,2687,5288,0.15443643879865104,0.3429232665083706,0.5542384258563514,0.022920693897020058,0.007495181270694037,0.014750472109947921,421885.0,0.18294084880950967,-0.0647100032367195,0.24765085204622916
S00604,2026-01-01,530403,393695,88666,160242,333253,22165,7480,13330,0.2252149506597747,0.3021136758276254,0.6283014990488365,0.05629992760893585,0.0189994792923456,0.033858697722856525,,0.0,,0.0
S00604,2026-01-02,464422,331849,71193,142356,294063,17798,6800,11551,0.21453432133289538,0.3065229468026924,0.6331805986796492,0.05363282697853542,0.02049124752522985,0.03480800002410735,530403.0,-0.12439786351133009,0.0,-0.12439786351133009
S00604,2026-01-03,513281,367062,75120,157590,322753,19665,6574,13959,0.20465207512627295,0.3070248070744875,0.628803715703484,0.05357405560913415,0.01790978090894726,0.038028997825980355,464422.0,0.10520388784338386,-0.12439786351133009,0.22960175135471395
S00604,2026-01-04,518524,385719,91124,162165,319442,18352,7402,12280,0.2362445199743855,0.3127434795689303,0.6160602016492969,0.04757867774208686,0.01919013582426585,0.03183664792245132,513281.0,0.010214677730132182,0.10520388784338386,-0.09498921011325168
S00604,2026-01-05,578022,434122,105704,168316,355944,22813,8242,15997,0.24348915742579275,0.29119306877592893,0.6157966305780749,0.05254974408115691,0.018985446487392945,0.03684908850507461,518524.0,0.11474492983931306,0.010214677730132182,0.10453025210918088
S00604,2026-01-06,496961,378561,84626,150792,313555,21368,6959,12565,0.22354653543286288,0.3034282368234127,0.6309448829988671,0.05644532849395474,0.01838277054424518,0.033191480369081865,578022.0,-0.14023860683503397,0.11474492983931306,-0.25498353667434703
S00604,2026-01-07,572914,420916,90706,177234,353405,24170,7542,14077,0.21549667867222913,0.3093553308175398,0.6168552348170929,0.057422383563466343,0.017918064411901663,0.03344372748957036,496961.0,0.15283493070884835,-0.14023860683503397,0.2930735375438823
S00604,2026-01-08,557880,424199,88518,168745,349243,23628,7430,13148,0.20867093038880336,0.3024754427475443,0.626018140101814,0.05570027274934641,0.017515364251212286,0.03099488683377377,572914.0,-0.02624128577762108,0.15283493070884835,-0.17907621648646943
S00604,2026-01-09,459880,348673,79225,140916,288700,19116,6565,10979,0.2272186260479016,0.30641906584326345,0.6277724623814909,0.054825007958746445,0.018828529883300398,0.031487955763709836,557880.0,-0.17566501756650177,-0.02624128577762108,-0.1494237317888807
S00604,2026-01-10,491297,357470,78116,152587,308002,19286,6504,13889,0.21852463143760315,0.3105799546913578,0.6269161016655913,0.05395138053542955,0.01819453380703276,0.03885361009315467,459880.0,0.06831564756023312,-0.17566501756650177,0.24398066512673489
S00604,2026-01-11,480407,358936,90555,143744,296115,19851,6615,10972,0.2522873158446074,0.29921295901183786,0.616383608065661,0.05530512403325384,0.018429469320435956,0.030568123565203824,491297.0,-0.022165818232148804,0.06831564756023312,-0.09048146579238192
S00604,2026-01-12,540178,398630,78927,165956,334357,19995,6985,12997,0.19799563505004641,0.30722465557649514,0.6189755969328629,0.0501592955873868,0.017522514612547977,0.032604169279783254,480407.0,0.12441742106172482,-0.022165818232148804,0.14658323929387362
S00604,2026-01-13,592280,448281,94427,189759,369625,23473,8369,15141,0.21064243186751166,0.3203873168096171,0.6240713851556696,0.05236224600194967,0.018669093715772026,0.0337756898017092,540178.0,0.09645339128953778,0.12441742106172482,-0.027964029772187038
S00604,2026-01-14,529775,391037,77030,157568,328965,21597,6893,13388,0.19698903172845536,0.2974243782737955,0.6209522910669624,0.055230067742950154,0.01762748793592422,0.03423716937271921,592280.0,-0.10553285608158303,0.09645339128953778,-0.2019862473711208
S00605,2026-01-01,618932,419300,109828,153981,436133,37274,14554,24740,0.26193179108037207,0.24878500384533359,0.7046541461743778,0.0888957786787503,0.034710231337944195,0.05900310040543764,,0.0,,0.0
S00605,2026-01-02,618368,455348,143093,155828,428319,41146,16592,25875,0.31424976062264465,0.2519988097702339,0.6926603575864211,0.09036165745759288,0.03643806495251983,0.05682467036200884,618932.0,-0.0009112471159997693,0.0,-0.0009112471159997693
S00605,2026-01-03,617290,416888,103982,153954,430342,39225,14441,22426,0.24942430580875438,0.24940303585024867,0.6971472079573621,0.09409001938170444,0.034639999232407744,0.053793824720308574,618368.0,-0.0017432984889257375,-0.0009112471159997693,-0.0008320513729259682
S00605,2026-01-04,634926,479338,124889,165274,443667,43631,16796,26950,0.2605447513028385,0.2603043504282389,0.6987696203967076,0.09102345317917628,0.03503999265653881,0.056223374737659024,617290.0,0.028570040013607967,-0.0017432984889257375,0.030313338502533704
S00605,2026-01-05,628362,439809,129091,156953,433983,39557,15059,25785,0.2935160490121848,0.24978117709218572,0.6906576145597602,0.08994131543465458,0.03423986321334943,0.058627722488625744,634926.0,-0.010338212642103217,0.028570040013607967,-0.038908252655711184
S00605,2026-01-06,633750,438147,131016,159667,439502,40968,14149,24793,0.29902293066025787,0.25194003944773175,0.6934942800788955,0.0935028654766551,0.03229281496849231,0.05658603162865431,628362.0,0.008574675107660967,-0.010338212642103217,0.018912887749764185
S00605,2026-01-07,690992,505946,152108,183533,479030,45448,17012,29804,0.3006407798460705,0.26560799546159725,0.6932497047722694,0.089827768180794,0.033624141706822465,0.05890747233894526,633750.0,0.09032268244575947,0.008574675107660967,0.0817480073380985
S00605,2026-01-08,663440,487324,137920,166150,462743,44370,16034,28326,0.28301499618323744,0.2504371156396961,0.6974903533100205,0.09104825537014388,0.03290213492460868,0.058125600216693614,690992.0,-0.03987310996364646,0.09032268244575947,-0.13019579240940593
S00605,2026-01-09,593338,433097,130036,159226,417651,40705,14937,25532,0.30024682692329896,0.2683563162986359,0.703900643478085,0.09398587383426807,0.03448880966619487,0.05895215159652457,663440.0,-0.1056644157723381,-0.03987310996364646,-0.06579130580869164
S00605,2026-01-10,640391,449758,143587,173211,436401,41322,15305,26411,0.31925390988042457,0.2704769429926404,0.6814602328889694,0.09187607557842217,0.03402941137233801,0.05872269086931194,593338.0,0.07930218526371147,-0.1056644157723381,0.18496660103604956
S00605,2026-01-11,591866,430609,127701,149820,412576,40033,15128,24147,0.2965590593786939,0.2531316210088094,0.6970767031726776,0.09296833089879682,0.03513163914363146,0.056076394130173776,640391.0,-0.07577401931007777,0.07930218526371147,-0.15507620457378923
S00605,2026-01-12,684634,506080,160693,170700,467473,47320,16637,28812,0.3175248972494467,0.24933029910872087,0.6828071641198071,0.09350300347771104,0.03287424913057224,0.056931710401517545,591866.0,0.1567381806016903,-0.07577401931007777,0.23251219991176808
S00605,2026-01-13,631387,470011,149527,157196,441432,44167,15838,27763,0.318135107476208,0.24896933259633156,0.6991464822684027,0.09397014112435667,0.03369708368527545,0.05906883030397161,684634.0,-0.07777440208929154,0.1567381806016903,-0.23451258269098185
S00605,2026-01-14,630601,459107,143998,166721,437552,41384,15493,28007,0.3136480166932763,0.26438429371345745,0.6938650588882669,0.09014020696700334,0.03374594593417221,0.06100320840239857,631387.0,-0.0012448783392752238,-0.07777440208929154,0.07652952375001632
S00606,2026-01-01,497132,353612,69714,166901,293381,12258,3397,8279,0.19714828682284538,0.33572773428385216,0.5901470836719422,0.03466511317489226,0.009606574437519088,0.02341266699093922,,0.0,,0.0
S00606,2026-01-02,559485,371754,56409,184894,326179,12774,3956,8119,0.15173743927435884,0.3304717731485205,0.5829986505446973,0.03436143256024145,0.010641445687201751,0.021839711206873363,497132.0,0.12542544032570824,0.0,0.12542544032570824
S00606,2026-01-03,502820,389576,73773,164814,294717,14436,4220,8112,0.18936741483048236,0.3277793246092041,0.5861282367447596,0.037055670780540895,0.010832289463416637,0.020822637944842598,559485.0,-0.10128064201899967,0.12542544032570824,-0.2267060823447079
S00606,2026-01-04,466097,339011,51865,158053,272007,12502,4196,7657,0.15298913604573303,0.3390989429238978,0.5835845328332944,0.03687785942049078,0.012377179501550097,0.022586287760574142,502820.0,-0.07303408774511755,-0.10128064201899967,0.02824655427388212
S00606,2026-01-05,538480,386806,64810,181606,305583,15134,3965,9064,0.1675516925797428,0.3372567226266528,0.5674918288515822,0.03912555648050961,0.010250616588160474,0.023432935373287903,466097.0,0.15529600061789717,-0.07303408774511755,0.22833008836301472
S00606,2026-01-06,514007,370230,67288,173844,303158,14618,4610,6793,0.1817464819166464,0.3382132928150784,0.5897935242127053,0.039483564270858654,0.012451719201577397,0.018348053912432813,538480.0,-0.04544829891546576,0.15529600061789717,-0.20074429953336292
S00606,2026-01-07,497034,348147,60898,161222,288384,13550,4066,6116,0.1749203640990731,0.32436815187693396,0.5802098045606539,0.038920341120273906,0.011678974685980347,0.0175672919772395,514007.0,-0.033020951076541794,-0.04544829891546576,0.012427347838923963
S00606,2026-01-08,445347,321360,54023,146267,258259,11571,3830,6487,0.16810741847149613,0.3284337830949799,0.5799051077025331,0.03600634802091113,0.011918098083146627,0.02018608414239482,497034.0,-0.10399087386375983,-0.033020951076541794,-0.07096992278721803
S00606,2026-01-09,498884,359283,58198,160147,287434,12583,4307,8237,0.16198372870411348,0.32101049542579035,0.5761539756737037,0.03502253098532355,0.011987764519891005,0.02292621693762299,445347.0,0.1202141251653206,-0.10399087386375983,0.22420499902908042
S00606,2026-01-10,604524,413773,71284,202223,353332,16763,5218,8083,0.17227803650794035,0.3345160820744917,0.584479689805533,0.04051255156813035,0.012610779340362952,0.01953486573556032,498884.0,0.21175263187434346,0.1202141251653206,0.09153850670902286
S00606,2026-01-11,529246,363123,67945,175690,310704,13332,4141,6837,0.18711290664595742,0.33196283013948147,0.587069151207567,0.03671483216430796,0.011403849384368381,0.01882833089614263,604524.0,-0.12452441921247126,0.21175263187434346,-0.3362770510868147
S00606,2026-01-12,436182,320692,57310,147061,253707,10923,3781,6618,0.17870729547353847,0.3371551324905659,0.5816539884727018,0.03406071869582029,0.011790128846369725,0.020636623302109188,529246.0,-0.17584261383175315,-0.12452441921247126,-0.05131819461928189
S00606,2026-01-13,556275,402553,77088,188217,327901,13837,4797,8191,0.19149776551162206,0.33835243359848993,0.5894584513055593,0.034373113602432476,0.011916443300633706,0.0203476312435878,436182.0,0.2753277301676822,-0.17584261383175315,0.45117034399943534
S00606,2026-01-14,491700,356414,74690,161901,280872,12165,4046,7474,0.20955966937325693,0.329267846247712,0.5712263575350823,0.03413165588332669,0.011351967094446346,0.02096999556695304,556275.0,-0.11608467035189429,0.2753277301676822,-0.3914124005195765
S00607,2026-01-01,499232,359599,78094,152356,309834,21154,7277,11438,0.21716968067208195,0.3051807576437408,0.62062127427729,0.058826637448936174,0.02023643002344278,0.03180765241282651,,0.0,,0.0
S00607,2026-01-02,533603,392758,76077,165841,328230,22039,7126,12030,0.19369942814659408,0.3107947294149396,0.6151202298337903,0.05611343371745452,0.0181434878474786,0.030629547965923036,499232.0,0.06884775014422151,0.0,0.06884775014422151
S00607,2026-01-03,607993,443063,90671,190208,377616,24651,8616,13831,0.20464584043352751,0.3128457071051805,0.6210860980307339,0.05563768583700286,0.019446444410839994,0.03121677955505199,533603.0,0.13941076043425538,0.06884775014422151,0.07056301029003387
S00607,2026-01-04,646187,480152,98672,201650,400878,27480,8483,17087,0.20550159116279845,0.3120613692321263,0.6203745974462501,0.05723187657241873,0.017667322014695345,0.03558664756160549,607993.0,0.06281980220167016,0.13941076043425538,-0.07659095823258522
S00607,2026-01-05,518496,385129,82236,156153,317493,21423,7312,13541,0.21352845410239166,0.3011652934641733,0.6123345213849287,0.055625517683685205,0.018985846300849846,0.035159647806319444,646187.0,-0.1976068846943687,0.06281980220167016,-0.2604266868960389
S00607,2026-01-06,601526,442686,100787,180819,373702,24680,7790,13611,0.22767153241801186,0.30060047279751834,0.6212566040370657,0.055750577158527714,0.017597123017217622,0.03074639812417831,518496.0,0.16013624020243156,-0.1976068846943687,0.35774312489680027
S00607,2026-01-07,525499,372203,68825,159895,325498,19376,7822,12594,0.1849125342890842,0.3042727008043783,0.6194074584347449,0.052057613721544424,0.02101541363180845,0.03383637423663968,601526.0,-0.12639021422182917,0.16013624020243156,-0.2865264544242607
S00607,2026-01-08,574853,410983,80127,171104,356390,21502,7999,14359,0.19496426859505137,0.29764826833990604,0.6199671916124644,0.05231846572729286,0.019463092147363758,0.03493818479109841,525499.0,0.09391835189029862,-0.12639021422182917,0.2203085661121278
S00607,2026-01-09,542092,405088,78557,171229,335795,23233,8325,14013,0.19392576427837901,0.315867048397689,0.619442825203102,0.057352970218816655,0.020551090133501856,0.03459248360849988,574853.0,-0.05699022184802027,0.09391835189029862,-0.1509085737383189
S00607,2026-01-10,546994,383020,70984,168801,339225,21159,7359,12882,0.1853271369641272,0.3085975348906935,0.6201621955633883,0.05524254608114459,0.019213095921883975,0.033632708474753276,542092.0,0.00904274551183204,-0.05699022184802027,0.06603296735985231
S00607,2026-01-11,495914,372905,72974,157644,312912,19648,7682,12586,0.19569059143749748,0.3178857624507475,0.6309803715966882,0.05268902267333503,0.020600421018758128,0.03375122350196431,546994.0,-0.09338310840703923,0.00904274551183204,-0.10242585391887127
S00607,2026-01-12,497484,387266,81702,153306,306448,19929,6994,13258,0.21097127039295988,0.3081626745784789,0.6159956903136583,0.051460753074114435,0.01805993813038067,0.034234866990647254,495914.0,0.0031658715019136086,-0.09338310840703923,0.09654897990895284
S00607,2026-01-13,540806,372774,84513,165834,336381,20743,7525,11727,0.2267137729562684,0.3066423079625596,0.6219993861014855,0.05564497523968946,0.02018649369322968,0.031458739075150094,497484.0,0.08708219761841596,0.0031658715019136086,0.08391632611650235
S00607,2026-01-14,575051,418080,92344,174366,357634,24320,8305,12592,0.22087638729429773,0.3032183232443731,0.6219170125780148,0.05817068503635668,0.019864619211634137,0.03011863758132415,540806.0,0.06332215249091178,0.08708219761841596,-0.02376004512750418
S00608,2026-01-01,347104,253794,54346,109733,207838,12465,4451,7420,0.2141342978951433,0.316138678897391,0.5987773116990873,0.04911463627981749,0.01753784565434959,0.029236309763036164,,0.0,,0.0
S00608,2026-01-02,411909,291161,64986,130698,245151,15518,3684,8262,0.22319610112618105,0.31729823820309827,0.5951581538640817,0.05329697315231092,0.012652793471653141,0.028376053111508752,347104.0,0.18670196828616215,0.0,0.18670196828616215
S00608,2026-01-03,454181,326884,65969,141407,275327,15797,5961,9952,0.20181165183979638,0.31134503645022577,0.6062054555342473,0.04832601167386596,0.018235826776471165,0.03044505084372438,411909.0,0.10262460883350455,0.18670196828616215,-0.0840773594526576
S00608,2026-01-04,353404,246254,50514,111826,216258,11009,4202,7355,0.2051296628684204,0.3164253941664497,0.6119285576846895,0.04470587279800531,0.017063682214299058,0.029867535146637213,454181.0,-0.22188730924455224,0.10262460883350455,-0.3245119180780568
S00608,2026-01-05,413455,302263,70685,134337,254527,13702,4768,8816,0.2338526382653517,0.32491323118598153,0.6156099212731736,0.045331383596404456,0.015774342211914788,0.029166652881761908,353404.0,0.16992167604215003,-0.22188730924455224,0.39180898528670227
