user_id,age_group,region,subscription_type
U003989,25-34,Uttar Pradesh,Free
U003990,18-24,Delhi,Free
U003991,25-34,Telangana,Free
U003992,25-34,Tamil Nadu,Free
U003993,25-34,Maharashtra,Premium
U003994,18-24,Punjab,Premium
U003995,35-44,Punjab,Premium
U003996,25-34,Tamil Nadu,Premium
U003997,35-44,Tamil Nadu,Free
U003998,25-34,Telangana,Premium
U003999,35-44,Karnataka,Premium
U004000,25-34,Kerala,Free
U004001,25-34,Karnataka,Free
U004002,35-44,Gujarat,Premium
U004003,35-44,Uttar Pradesh,Premium
U004004,25-34,West Bengal,Free
U004005,25-34,Delhi,Free
U004006,25-34,Gujarat,Free
U004007,25-34,Gujarat,Free
U004008,25-34,Telangana,Premium
U004009,35-44,Karnataka,Free
U004010,25-34,Kerala,Free
U004011,25-34,West Bengal,Free
U004012,25-34,Kerala,Free
U004013,45+,West Bengal,Premium
U004014,18-24,Gujarat,Premium
U004015,18-24,Uttar Pradesh,Free
U004016,18-24,Kerala,Free
U004017,25-34,Karnataka,Free
U004018,25-34,Uttar Pradesh,Premium
U004019,25-34,Gujarat,Premium
U004020,18-24,Tamil Nadu,Free
U004021,35-44,Maharashtra,Free
U004022,25-34,Uttar Pradesh,Free
U004023,25-34,Telangana,Premium
U004024,18-24,Tamil Nadu,Premium
U004025,18-24,West Bengal,Free
U004026,18-24,Maharashtra,Premium
U004027,25-34,Gujarat,Free
U004028,25-34,Delhi,Free
U004029,18-24,Punjab,Free
U004030,18-24,Telangana,Free
U004031,18-24,West Bengal,Free
U004032,25-34,Maharashtra,Free
U004033,18-24,Telangana,Premium
U004034,18-24,Delhi,Premium
U004035,18-24,Uttar Pradesh,Premium
U004036,25-34,Karnataka,Free
U004037,45+,Tamil Nadu,Free
U004038,25-34,West Bengal,Free
U004039,18-24,Delhi,Free
U004040,45+,Delhi,Premium
U004041,45+,Uttar Pradesh,Free
U004042,25-34,Telangana,Free
U004043,18-24,Punjab,Premium
U004044,35-44,West Bengal,Premium
U004045,45+,Gujarat,Free
U004046,35-44,Kerala,Free
U004047,25-34,Tamil Nadu,Free
U004048,25-34,West Bengal,Premium
U004049,45+,Gujarat,Free
U004050,18-24,Punjab,Premium
U004051,18-24,Kerala,Free
U004052,35-44,Uttar Pradesh,Free
U004053,18-24,Karnataka,Free
U004054,25-34,Gujarat,Free
U004055,18-24,Maharashtra,Free
U004056,18-24,Karnataka,Premium
U004057,18-24,Punjab,Free
U004058,25-34,Maharashtra,Free
U004059,25-34,West Bengal,Premium
U004060,25-34,Telangana,Free
U004061,18-24,Karnataka,Free
U004062,45+,Gujarat,Premium
U004063,25-34,Punjab,Free
U004064,45+,Gujarat,Free
U004065,25-34,West Bengal,Free
U004066,18-24,Gujarat,Free
U004067,35-44,Maharashtra,Free
U004068,35-44,Uttar Pradesh,Premium
U004069,18-24,Maharashtra,Free
U004070,25-34,Kerala,Premium
U004071,25-34,Kerala,Premium
U004072,18-24,Delhi,Free
U004073,25-34,Maharashtra,Free
U004074,18-24,Maharashtra,Free
U004075,18-24,Delhi,Free
U004076,35-44,Delhi,Premium
U004077,25-34,Uttar Pradesh,Free
U004078,35-44,Punjab,Free
U004079,35-44,Gujarat,Free
U004080,45+,Maharashtra,Free
U004081,25-34,West Bengal,Free
U004082,25-34,Tamil Nadu,Free
U004083,18-24,Telangana,Free
U004084,25-34,Kerala,Premium
U004085,25-34,Punjab,Free
U004086,35-44,Maharashtra,Free
U004087,25-34,Punjab,Premium
U004088,18-24,Gujarat,Premium
U004089,35-44,Telangana,Free
U004090,35-44,Uttar Pradesh,Premium
U004091,25-34,Gujarat,Free
U004092,25-34,Delhi,Premium
U004093,25-34,Maharashtra,Premium
U004094,35-44,Maharashtra,Free
U004095,25-34,Delhi,Free
U004096,25-34,Tamil Nadu,Free
U004097,18-24,Maharashtra,Free
U004098,18-24,Gujarat,Free
U004099,35-44,Tamil Nadu,Premium
U004100,25-34,Kerala,Free
U004101,18-24,Gujarat,Free
U004102,18-24,Maharashtra,Free
U004103,25-34,Tamil Nadu,Free
U004104,35-44,West Bengal,Free
U004105,25-34,Uttar Pradesh,Premium
U004106,35-44,Gujarat,Free
U004107,35-44,Punjab,Free
U004108,18-24,Punjab,Free
U004109,35-44,Kerala,Free
U004110,18-24,West Bengal,Free
U004111,25-34,Punjab,Free
U004112,18-24,Tamil Nadu,Free
U004113,18-24,Uttar Pradesh,Free
U004114,18-24,Punjab,Free
U004115,18-24,Karnataka,Premium
U004116,35-44,Uttar Pradesh,Premium
U004117,25-34,West Bengal,Free
U004118,45+,Punjab,Free
U004119,25-34,Punjab,Free
U004120,25-34,Gujarat,Free
U004121,18-24,Punjab,Free
U004122,25-34,Kerala,Premium
U004123,25-34,Tamil Nadu,Free
U004124,45+,Punjab,Free
U004125,45+,Karnataka,Free
U004126,18-24,Kerala,Free
U004127,25-34,Gujarat,Free
U004128,25-34,Maharashtra,Premium
U004129,25-34,Uttar Pradesh,Free
U004130,18-24,Punjab,Premium
U004131,25-34,West Bengal,Premium
U004132,35-44,Punjab,Free
U004133,18-24,Punjab,Free
U004134,25-34,Gujarat,Free
U004135,18-24,Kerala,Free
U004136,45+,Uttar Pradesh,Premium
U004137,18-24,Maharashtra,Premium
U004138,18-24,Punjab,Free
U004139,18-24,Maharashtra,Premium
U004140,35-44,Tamil Nadu,Free
U004141,35-44,Tamil Nadu,Premium
U004142,18-24,Uttar Pradesh,Premium
U004143,18-24,Punjab,Premium
U004144,35-44,West Bengal,Free
U004145,25-34,Uttar Pradesh,Free
U004146,18-24,Maharashtra,Premium
U004147,45+,Tamil Nadu,Free
U004148,18-24,Karnataka,Free
U004149,25-34,Maharashtra,Free
U004150,18-24,Tamil Nadu,Premium
U004151,35-44,Punjab,Premium
U004152,35-44,Karnataka,Free
U004153,25-34,Punjab,Free
U004154,25-34,Telangana,Premium
U004155,45+,Karnataka,Free
U004156,35-44,Kerala,Free
U004157,25-34,Karnataka,Free
U004158,25-34,West Bengal,Free
U004159,35-44,Telangana,Free
U004160,18-24,Karnataka,Free
U004161,18-24,Gujarat,Premium
U004162,18-24,Kerala,Free
U004163,35-44,Telangana,Free
U004164,18-24,Telangana,Free
U004165,18-24,Kerala,Free
U004166,25-34,Kerala,Free
U004167,18-24,Kerala,Free
U004168,18-24,Delhi,Free
U004169,25-34,Punjab,Free
U004170,18-24,Tamil Nadu,Free
U004171,45+,Telangana,Free
U004172,18-24,Karnataka,Free
U004173,35-44,Gujarat,Free
U004174,25-34,Karnataka,Free
U004175,18-24,Telangana,Free
U004176,18-24,West Bengal,Free
U004177,25-34,Karnataka,Free
U004178,25-34,Telangana,Free
U004179,18-24,Kerala,Premium
U004180,45+,Karnataka,Free
U004181,25-34,Uttar Pradesh,Premium
U004182,45+,Telangana,Free
U004183,18-24,Kerala,Free
U004184,18-24,Kerala,Free
U004185,25-34,Gujarat,Free
U004186,18-24,West Bengal,Free
U004187,18-24,Telangana,Free
U004188,18-24,Kerala,Premium
U004189,18-24,Tamil Nadu,Free
U004190,35-44,Gujarat,Premium
U004191,18-24,Telangana,Free
U004192,45+,Kerala,Free
U004193,18-24,Punjab,Premium
U004194,25-34,Delhi,Free
U004195,25-34,Telangana,Free
U004196,25-34,Gujarat,Free
U004197,35-44,Kerala,Free
U004198,35-44,Karnataka,Free
U004199,18-24,Gujarat,Free
U004200,25-34,West Bengal,Premium
U004201,35-44,Telangana,Premium
U004202,18-24,Uttar Pradesh,Free
U004203,25-34,Kerala,Free
U004204,18-24,Punjab,Premium
U004205,25-34,Maharashtra,Free
U004206,25-34,Punjab,Premium
U004207,25-34,Delhi,Free
U004208,35-44,Delhi,Free
U004209,25-34,Telangana,Free
U004210,45+,Uttar Pradesh,Free
U004211,35-44,West Bengal,Free
U004212,25-34,Tamil Nadu,Premium
U004213,25-34,Punjab,Premium
U004214,25-34,Kerala,Premium
U004215,35-44,Telangana,Premium
U004216,18-24,Maharashtra,Free
U004217,45+,Tamil Nadu,Free
U004218,25-34,Delhi,Free
U004219,25-34,Tamil Nadu,Free
U004220,25-34,Maharashtra,Premium
U004221,25-34,Punjab,Free
U004222,25-34,Gujarat,Premium
U004223,25-34,Delhi,Free
U004224,18-24,Delhi,Free
U004225,25-34,Punjab,Free
U004226,25-34,Uttar Pradesh,Free
U004227,25-34,Uttar Pradesh,Free
U004228,25-34,West Bengal,Free
U004229,18-24,Kerala,Free
U004230,35-44,Uttar Pradesh,Free
U004231,25-34,Punjab,Free
U004232,25-34,Tamil Nadu,Premium
U004233,25-34,Maharashtra,Free
U004234,25-34,Telangana,Free
U004235,35-44,Uttar Pradesh,Premium
U004236,18-24,Maharashtra,Free
U004237,18-24,Kerala,Premium
U004238,25-34,Tamil Nadu,Premium
U004239,18-24,Uttar Pradesh,Free
U004240,18-24,Telangana,Free
U004241,18-24,Tamil Nadu,Premium
U004242,18-24,Delhi,Free
U004243,45+,Telangana,Free
U004244,18-24,Uttar Pradesh,Free
U004245,18-24,Maharashtra,Free
U004246,45+,Maharashtra,Free
U004247,45+,Gujarat,Premium
U004248,18-24,Punjab,Free
U004249,35-44,West Bengal,Free
U004250,18-24,West Bengal,Free
U004251,35-44,Tamil Nadu,Free
U004252,18-24,Tamil Nadu,Premium
U004253,25-34,West Bengal,Premium
U004254,18-24,Punjab,Free
U004255,35-44,Delhi,Free
U004256,18-24,Uttar Pradesh,Premium
U004257,25-34,Maharashtra,Free
U004258,25-34,Delhi,Free
U004259,18-24,Kerala,Free
U004260,35-44,Telangana,Free
U004261,25-34,Karnataka,Premium
U004262,18-24,Delhi,Premium
U004263,18-24,Karnataka,Free
U004264,18-24,Maharashtra,Free
U004265,18-24,Telangana,Premium
U004266,25-34,Tamil Nadu,Premium
U004267,25-34,Uttar Pradesh,Premium
U004268,25-34,Gujarat,Premium
U004269,25-34,Tamil Nadu,Free
U004270,35-44,Telangana,Free
U004271,18-24,West Bengal,Free
U004272,25-34,Punjab,Free
U004273,35-44,West Bengal,Free
U004274,18-24,Maharashtra,Premium
U004275,25-34,Uttar Pradesh,Premium
U004276,45+,Uttar Pradesh,Free
U004277,25-34,Gujarat,Free
U004278,45+,Punjab,Free
U004279,18-24,Kerala,Free
U004280,25-34,Telangana,Premium
U004281,18-24,Uttar Pradesh,Premium
U004282,18-24,Maharashtra,Premium
U004283,45+,Karnataka,Free
U004284,18-24,Maharashtra,Free
U004285,45+,Uttar Pradesh,Premium
U004286,25-34,Delhi,Free
U004287,45+,Maharashtra,Free
U004288,45+,Delhi,Free
U004289,25-34,Uttar Pradesh,Free
U004290,45+,Telangana,Free
U004291,35-44,Delhi,Free
U004292,25-34,Karnataka,Premium
U004293,25-34,Tamil Nadu,Free
U004294,18-24,Gujarat,Free
U004295,18-24,Punjab,Free
U004296,18-24,Delhi,Premium
U004297,25-34,Kerala,Free
U004298,18-24,Tamil Nadu,Free
U004299,25-34,Delhi,Free
U004300,25-34,Tamil Nadu,Free
U004301,25-34,Tamil Nadu,Free
U004302,35-44,Punjab,Premium
U004303,45+,Punjab,Free
U004304,35-44,Maharashtra,Free
U004305,25-34,Gujarat,Free
U004306,18-24,Maharashtra,Free
U004307,45+,Telangana,Free
U004308,18-24,Maharashtra,Free
U004309,18-24,Gujarat,Free
U004310,18-24,Karnataka,Free
U004311,25-34,Uttar Pradesh,Free
U004312,25-34,Maharashtra,Free
U004313,18-24,Karnataka,Premium
U004314,35-44,Karnataka,Free
U004315,18-24,Maharashtra,Premium
U004316,18-24,Tamil Nadu,Free
U004317,18-24,Tamil Nadu,Free
U004318,18-24,Tamil Nadu,Free
U004319,35-44,Telangana,Free
U004320,18-24,Delhi,Free
U004321,18-24,Punjab,Free
U004322,18-24,Tamil Nadu,Premium
U004323,35-44,West Bengal,Free
U004324,45+,Karnataka,Free
U004325,25-34,Tamil Nadu,Premium
U004326,25-34,Uttar Pradesh,Free
U004327,45+,West Bengal,Premium
U004328,18-24,Maharashtra,Premium
U004329,18-24,Karnataka,Free
U004330,25-34,Maharashtra,Free
U004331,18-24,Gujarat,Premium
U004332,25-34,Gujarat,Premium
U004333,25-34,Tamil Nadu,Premium
U004334,18-24,Punjab,Free
U004335,25-34,Kerala,Free
U004336,25-34,Delhi,Free
U004337,18-24,Kerala,Free
U004338,35-44,Gujarat,Free
U004339,35-44,Delhi,Premium
U004340,18-24,Telangana,Free
U004341,18-24,Delhi,Premium
U004342,18-24,West Bengal,Free
U004343,18-24,West Bengal,Premium
U004344,18-24,Maharashtra,Free
U004345,18-24,Uttar Pradesh,Premium
U004346,35-44,Punjab,Free
U004347,35-44,Tamil Nadu,Free
U004348,35-44,Punjab,Premium
U004349,25-34,Uttar Pradesh,Free
U004350,35-44,Kerala,Free
U004351,35-44,Uttar Pradesh,Free
U004352,35-44,Karnataka,Premium
U004353,35-44,Telangana,Premium
U004354,35-44,Telangana,Free
U004355,35-44,Punjab,Free
U004356,25-34,Uttar Pradesh,Free
U004357,18-24,Gujarat,Free
U004358,18-24,Uttar Pradesh,Free
U004359,25-34,Tamil Nadu,Free
U004360,18-24,Delhi,Free
U004361,18-24,Delhi,Premium
U004362,18-24,Telangana,Premium
U004363,18-24,Gujarat,Free
U004364,45+,West Bengal,Free
U004365,25-34,Kerala,Free
U004366,18-24,Kerala,Free
U004367,25-34,Gujarat,Free
U004368,18-24,Uttar Pradesh,Free
U004369,25-34,Karnataka,Free
U004370,25-34,Kerala,Premium
U004371,18-24,Punjab,Free
U004372,25-34,West Bengal,Premium
U004373,18-24,Maharashtra,Free
U004374,25-34,Maharashtra,Free
U004375,45+,Delhi,Free
U004376,45+,Telangana,Premium
U004377,18-24,Uttar Pradesh,Free
U004378,35-44,Telangana,Free
U004379,35-44,Telangana,Premium
U004380,35-44,West Bengal,Free
U004381,18-24,Gujarat,Free
U004382,25-34,Telangana,Free
U004383,18-24,Kerala,Premium
U004384,18-24,Tamil Nadu,Free
U004385,25-34,Uttar Pradesh,Free
U004386,25-34,Tamil Nadu,Premium
U004387,18-24,Gujarat,Free
U004388,35-44,Uttar Pradesh,Free
U004389,25-34,Gujarat,Free
U004390,45+,Karnataka,Free
U004391,35-44,Karnataka,Free
U004392,35-44,Kerala,Free
U004393,35-44,Uttar Pradesh,Free
U004394,18-24,West Bengal,Free
U004395,18-24,Kerala,Free
U004396,45+,Tamil Nadu,Free
U004397,18-24,Gujarat,Premium
U004398,25-34,Tamil Nadu,Free
U004399,25-34,West Bengal,Premium
U004400,18-24,Telangana,Premium
U004401,18-24,Gujarat,Free
U004402,25-34,Kerala,Free
U004403,25-34,Gujarat,Premium
U004404,25-34,Delhi,Premium
U004405,18-24,Punjab,Premium
U004406,25-34,Uttar Pradesh,Free
U004407,18-24,Delhi,Premium
U004408,25-34,Kerala,Free
U004409,18-24,West Bengal,Free
U004410,18-24,Karnataka,Premium
U004411,35-44,Maharashtra,Free
U004412,18-24,Maharashtra,Free
U004413,35-44,Gujarat,Free
U004414,18-24,Delhi,Premium
U004415,18-24,Kerala,Free
U004416,18-24,Delhi,Free
U004417,35-44,Karnataka,Free
U004418,25-34,Delhi,Free
U004419,18-24,West Bengal,Free
U004420,25-34,Delhi,Free
U004421,25-34,West Bengal,Free
U004422,35-44,Uttar Pradesh,Free
U004423,45+,Kerala,Free
U004424,25-34,West Bengal,Free
U004425,25-34,Uttar Pradesh,Premium
U004426,18-24,Gujarat,Free
U004427,45+,Kerala,Free
U004428,25-34,Telangana,Premium
U004429,18-24,Karnataka,Premium
U004430,45+,West Bengal,Free
U004431,45+,Delhi,Free
U004432,25-34,Gujarat,Free
U004433,18-24,Gujarat,Free
U004434,25-34,Punjab,Premium
U004435,35-44,Kerala,Free
U004436,25-34,West Bengal,Free
U004437,18-24,Gujarat,Free
U004438,18-24,Gujarat,Free
U004439,18-24,Kerala,Free
U004440,18-24,Uttar Pradesh,Free
U004441,35-44,Karnataka,Free
U004442,18-24,Tamil Nadu,Free
U004443,25-34,Delhi,Free
U004444,35-44,Gujarat,Free
U004445,25-34,Punjab,Free
U004446,18-24,Telangana,Free
U004447,45+,Delhi,Free
U004448,18-24,Punjab,Free
U004449,35-44,West Bengal,Free
U004450,18-24,Punjab,Free
U004451,25-34,Telangana,Free
U004452,25-34,Tamil Nadu,Premium
U004453,25-34,West Bengal,Free
U004454,25-34,Punjab,Free
U004455,18-24,Tamil Nadu,Free
U004456,25-34,Maharashtra,Free
U004457,18-24,Telangana,Free
U004458,35-44,Delhi,Premium
U004459,25-34,Kerala,Free
U004460,25-34,Gujarat,Free
U004461,18-24,Tamil Nadu,Premium
U004462,25-34,Gujarat,Free
U004463,25-34,Karnataka,Free
U004464,18-24,Gujarat,Premium
U004465,25-34,Telangana,Premium
U004466,18-24,Telangana,Free
U004467,18-24,Tamil Nadu,Free
U004468,35-44,Uttar Pradesh,Free
U004469,18-24,Kerala,Free
U004470,18-24,Tamil Nadu,Premium
U004471,25-34,Kerala,Free
U004472,35-44,Tamil Nadu,Free
U004473,18-24,Gujarat,Free
U004474,18-24,Tamil Nadu,Free
U004475,25-34,Gujarat,Free
U004476,25-34,Punjab,Free
U004477,25-34,Telangana,Free
U004478,25-34,West Bengal,Free
U004479,35-44,Telangana,Premium
U004480,45+,Tamil Nadu,Free
U004481,18-24,Maharashtra,Premium
U004482,18-24,Uttar Pradesh,Free
U004483,18-24,Punjab,Premium
U004484,18-24,Delhi,Free
U004485,25-34,Gujarat,Free
U004486,35-44,Maharashtra,Premium
U004487,18-24,Kerala,Free
U004488,18-24,Karnataka,Free
U004489,25-34,Kerala,Premium
U004490,45+,Punjab,Free
U004491,18-24,Kerala,Premium
U004492,35-44,Uttar Pradesh,Free
U004493,35-44,Telangana,Premium
U004494,25-34,Telangana,Premium
U004495,25-34,West Bengal,Free
U004496,25-34,Karnataka,Free
U004497,18-24,Telangana,Free
U004498,25-34,West Bengal,Free
U004499,18-24,Maharashtra,Free
U004500,35-44,Tamil Nadu,Free
U004501,35-44,Telangana,Free
U004502,18-24,Punjab,Premium
U004503,25-34,Tamil Nadu,Premium
U004504,18-24,Karnataka,Free
U004505,18-24,Telangana,Free
U004506,25-34,Punjab,Premium
U004507,18-24,Gujarat,Free
U004508,35-44,West Bengal,Premium
U004509,18-24,West Bengal,Free
U004510,35-44,Gujarat,Free
U004511,25-34,Maharashtra,Free
U004512,25-34,Punjab,Free
U004513,35-44,Delhi,Free
U004514,25-34,West Bengal,Free
U004515,18-24,Karnataka,Free
U004516,35-44,Kerala,Free
U004517,18-24,Uttar Pradesh,Free
U004518,18-24,Karnataka,Free
U004519,25-34,Karnataka,Free
U004520,25-34,Tamil Nadu,Free
U004521,25-34,Tamil Nadu,Premium
U004522,35-44,Karnataka,Free
U004523,25-34,Karnataka,Free
U004524,18-24,Karnataka,Premium
U004525,18-24,Tamil Nadu,Premium
U004526,18-24,Tamil Nadu,Free
U004527,35-44,Tamil Nadu,Premium
U004528,18-24,Punjab,Premium
U004529,25-34,West Bengal,Premium
U004530,25-34,Tamil Nadu,Free
U004531,35-44,Punjab,Free
U004532,18-24,Kerala,Premium
U004533,18-24,Gujarat,Free
U004534,45+,Karnataka,Premium
U004535,25-34,Telangana,Free
U004536,25-34,Uttar Pradesh,Premium
U004537,35-44,Karnataka,Premium
U004538,45+,Punjab,Free
U004539,18-24,Karnataka,Free
U004540,45+,Tamil Nadu,Premium
U004541,18-24,Tamil Nadu,Premium
U004542,45+,West Bengal,Premium
U004543,18-24,Punjab,Premium
U004544,18-24,Telangana,Free
U004545,18-24,Delhi,Free
U004546,35-44,Uttar Pradesh,Free
U004547,45+,Punjab,Free
U004548,18-24,Karnataka,Free
U004549,18-24,Delhi,Free
U004550,18-24,Karnataka,Free
U004551,18-24,Uttar Pradesh,Free
U004552,35-44,Telangana,Free
U004553,18-24,West Bengal,Free
U004554,45+,Telangana,Free
U004555,45+,Karnataka,Free
U004556,18-24,Kerala,Free
U004557,25-34,Karnataka,Free
U004558,45+,Kerala,Premium
U004559,35-44,Uttar Pradesh,Free
U004560,35-44,Maharashtra,Premium
U004561,18-24,Delhi,Premium
U004562,18-24,Kerala,Free
U004563,35-44,Delhi,Free
U004564,25-34,Kerala,Premium
U004565,25-34,Punjab,Free
U004566,35-44,Telangana,Premium
U004567,25-34,West Bengal,Free
U004568,18-24,Karnataka,Free
U004569,25-34,Gujarat,Premium
U004570,35-44,Uttar Pradesh,Free
U004571,18-24,Punjab,Free
U004572,18-24,Kerala,Free
U004573,45+,West Bengal,Premium
U004574,25-34,Punjab,Free
U004575,25-34,Gujarat,Free
U004576,35-44,Karnataka,Free
U004577,25-34,Punjab,Free
U004578,45+,Kerala,Free
U004579,35-44,Delhi,Free
U004580,18-24,Uttar Pradesh,Free
U004581,25-34,Karnataka,Free
U004582,18-24,Tamil Nadu,Free
U004583,25-34,West Bengal,Free
U004584,25-34,Gujarat,Free
U004585,25-34,Kerala,Free
U004586,45+,Karnataka,Free
U004587,25-34,Kerala,Free
U004588,35-44,Karnataka,Premium
U004589,25-34,Telangana,Free
U004590,25-34,West Bengal,Premium
U004591,18-24,Telangana,Free
U004592,25-34,Maharashtra,Premium
U004593,25-34,Maharashtra,Free
U004594,18-24,Delhi,Free
U004595,35-44,Maharashtra,Free
U004596,25-34,Kerala,Premium
U004597,18-24,Delhi,Premium
U004598,35-44,Punjab,Premium
U004599,18-24,Karnataka,Free
U004600,25-34,Delhi,Free
U004601,25-34,Gujarat,Premium
U004602,18-24,Maharashtra,Free
U004603,25-34,Delhi,Free
U004604,18-24,Punjab,Free
U004605,18-24,Maharashtra,Free
U004606,25-34,Punjab,Free
U004607,18-24,Delhi,Premium
U004608,45+,Karnataka,Premium
U004609,25-34,Delhi,Free
U004610,18-24,Uttar Pradesh,Premium
U004611,45+,Kerala,Premium
U004612,25-34,West Bengal,Free
U004613,25-34,Telangana,Premium
U004614,25-34,West Bengal,Premium
U004615,35-44,Uttar Pradesh,Premium
U004616,18-24,Delhi,Free
U004617,18-24,Telangana,Free
U004618,45+,Delhi,Free
U004619,18-24,Tamil Nadu,Free
U004620,35-44,Gujarat,Free
U004621,25-34,West Bengal,Free
U004622,25-34,West Bengal,Free
U004623,35-44,Maharashtra,Free
U004624,45+,Gujarat,Premium
U004625,18-24,Kerala,Free
U004626,25-34,Karnataka,Free
U004627,35-44,Karnataka,Free
U004628,18-24,Telangana,Premium
U004629,35-44,Kerala,Free
U004630,25-34,Telangana,Free
U004631,18-24,Gujarat,Free
U004632,35-44,Punjab,Free
U004633,45+,West Bengal,Premium
U004634,18-24,Gujarat,Free
U004635,35-44,Kerala,Free
U004636,18-24,Karnataka,Free
U004637,18-24,Tamil Nadu,Premium
U004638,18-24,Tamil Nadu,Free
U004639,35-44,Karnataka,Free
U004640,18-24,Delhi,Free
U004641,18-24,Delhi,Free
U004642,35-44,West Bengal,Free
U004643,25-34,Punjab,Free
U004644,18-24,Kerala,Premium
U004645,18-24,Kerala,Free
U004646,35-44,Tamil Nadu,Free
U004647,25-34,Karnataka,Free
U004648,35-44,Uttar Pradesh,Premium
U004649,18-24,Maharashtra,Free
U004650,25-34,Punjab,Free
U004651,35-44,West Bengal,Premium
U004652,18-24,Gujarat,Free
U004653,18-24,Tamil Nadu,Premium
U004654,25-34,Kerala,Free
U004655,18-24,Punjab,Premium
U004656,18-24,Uttar Pradesh,Free
U004657,45+,Telangana,Free
U004658,25-34,Kerala,Premium
U004659,25-34,Delhi,Free
U004660,18-24,Tamil Nadu,Free
U004661,25-34,Kerala,Free
U004662,25-34,Tamil Nadu,Free
U004663,45+,Uttar Pradesh,Free
U004664,25-34,Gujarat,Free
U004665,35-44,Delhi,Free
U004666,18-24,Gujarat,Premium
U004667,25-34,Karnataka,Free
U004668,45+,Telangana,Free
U004669,25-34,Tamil Nadu,Free
U004670,35-44,Kerala,Premium
U004671,35-44,Tamil Nadu,Premium
U004672,45+,Tamil Nadu,Free
U004673,18-24,Telangana,Premium
U004674,18-24,Punjab,Free
U004675,25-34,Tamil Nadu,Free
U004676,45+,Maharashtra,Free
U004677,25-34,Maharashtra,Premium
U004678,18-24,West Bengal,Premium
U004679,25-34,Punjab,Free
U004680,18-24,West Bengal,Free
U004681,18-24,Kerala,Free
U004682,18-24,West Bengal,Free
U004683,18-24,Tamil Nadu,Free
U004684,35-44,Telangana,Premium
U004685,18-24,Kerala,Free
U004686,18-24,Karnataka,Free
U004687,25-34,Tamil Nadu,Premium
U004688,18-24,Punjab,Free
U004689,25-34,Punjab,Free
U004690,18-24,Maharashtra,Free
U004691,18-24,Maharashtra,Premium
U004692,25-34,Delhi,Free
U004693,18-24,Kerala,Free
U004694,18-24,West Bengal,Free
U004695,18-24,Maharashtra,Premium
U004696,18-24,Kerala,Free
U004697,18-24,Kerala,Free
U004698,18-24,Uttar Pradesh,Premium
U004699,18-24,Uttar Pradesh,Free
U004700,18-24,Maharashtra,Free
U004701,35-44,Telangana,Free
U004702,18-24,Gujarat,Free
U004703,18-24,Punjab,Premium
U004704,25-34,Telangana,Premium
U004705,18-24,Maharashtra,Free
U004706,35-44,Karnataka,Free
U004707,18-24,Uttar Pradesh,Free
U004708,25-34,Kerala,Free
U004709,45+,Punjab,Free
U004710,18-24,Uttar Pradesh,Premium
U004711,18-24,Punjab,Free
U004712,25-34,Karnataka,Free
U004713,45+,Tamil Nadu,Free
U004714,25-34,West Bengal,Premium
U004715,25-34,Punjab,Free
U004716,18-24,Punjab,Premium
U004717,25-34,West Bengal,Free
U004718,18-24,Punjab,Free
U004719,25-34,Delhi,Free
U004720,18-24,Delhi,Premium
U004721,25-34,Karnataka,Free
U004722,18-24,Maharashtra,Free
U004723,25-34,Maharashtra,Premium
U004724,35-44,Kerala,Free
U004725,35-44,Telangana,Free
U004726,45+,Delhi,Free
U004727,25-34,Punjab,Free
U004728,25-34,West Bengal,Premium
U004729,18-24,Gujarat,Free
U004730,45+,Gujarat,Free
U004731,25-34,Punjab,Free
U004732,25-34,Gujarat,Premium
U004733,25-34,Tamil Nadu,Free
U004734,35-44,Punjab,Free
U004735,35-44,Telangana,Premium
U004736,35-44,Delhi,Premium
U004737,25-34,Tamil Nadu,Free
U004738,25-34,Tamil Nadu,Free
U004739,45+,Telangana,Premium
U004740,25-34,Delhi,Free
U004741,25-34,Maharashtra,Premium
U004742,25-34,Karnataka,Free
U004743,25-34,Uttar Pradesh,Free
U004744,35-44,Telangana,Free
U004745,25-34,Telangana,Free
U004746,35-44,West Bengal,Free
U004747,35-44,Telangana,Free
U004748,25-34,Punjab,Premium
U004749,18-24,Uttar Pradesh,Free
U004750,25-34,Punjab,Free
U004751,25-34,West Bengal,Free
U004752,25-34,Gujarat,Free
U004753,35-44,West Bengal,Free
U004754,18-24,Uttar Pradesh,Free
U004755,18-24,Delhi,Free
U004756,35-44,West Bengal,Free
U004757,45+,Maharashtra,Free
U004758,25-34,Telangana,Premium
U004759,18-24,Delhi,Free
U004760,25-34,West Bengal,Free
U004761,25-34,Karnataka,Free
U004762,25-34,Delhi,Free
U004763,18-24,Gujarat,Premium
U004764,18-24,Gujarat,Premium
U004765,25-34,Delhi,Premium
U004766,25-34,Punjab,Premium
U004767,25-34,Maharashtra,Premium
U004768,25-34,West Bengal,Free
U004769,18-24,Gujarat,Free
U004770,25-34,Punjab,Free
U004771,45+,Tamil Nadu,Premium
U004772,25-34,Kerala,Premium
U004773,25-34,Tamil Nadu,Premium
U004774,25-34,Kerala,Premium
U004775,35-44,Kerala,Premium
U004776,25-34,Kerala,Free
U004777,25-34,Kerala,Free
U004778,35-44,Tamil Nadu,Premium
U004779,18-24,Karnataka,Free
U004780,25-34,West Bengal,Free
U004781,25-34,Delhi,Free
U004782,45+,Telangana,Free
U004783,35-44,Maharashtra,Premium
U004784,18-24,Kerala,Premium
