song_id,artist_id,album_id,song_name,language,genre,duration_seconds,artist_popularity
S00382,A0468,AL00539,Song_00382,Hindi,Pop,245.41,37.89
S00383,A0473,AL01101,Song_00383,Hindi,Classical,261.01,94.5
S00384,A0121,AL00472,Song_00384,Hindi,Electronic,154.01,6.27
S00385,A0016,AL00221,Song_00385,Hindi,Lo-Fi,162.84,11.91
S00386,A0062,AL01050,Song_00386,Telugu,Indie,260.24,78.97
S00387,A0034,AL01143,Song_00387,Gujarati,Devotional,135.48,54.94
S00388,A0415,AL01170,Song_00388,Hindi,Folk,154.34,12.85
S00389,A0446,AL01146,Song_00389,Tamil,Lo-Fi,202.0,3.45
S00390,A0077,AL01047,Song_00390,Hindi,Hip-Hop,287.43,22.42
S00391,A0373,AL00545,Song_00391,Punjabi,Lo-Fi,221.14,26.08
S00392,A0090,AL00231,Song_00392,Telugu,Indie,189.78,1.42
S00393,A0184,AL00740,Song_00393,English,Lo-Fi,296.11,21.61
S00394,A0300,AL00265,Song_00394,Hindi,Romantic,203.47,73.83
S00395,A0360,AL00568,Song_00395,Punjabi,Pop,198.07,85.54
S00396,A0437,AL00787,Song_00396,Gujarati,Folk,194.1,89.82
S00397,A0023,AL01135,Song_00397,Hindi,Devotional,176.19,38.99
S00398,A0099,AL00347,Song_00398,Hindi,Romantic,178.63,31.94
S00399,A0140,AL00303,Song_00399,Hindi,Folk,243.81,99.99
S00400,A0155,AL00881,Song_00400,Punjabi,Romantic,127.35,76.93
S00401,A0499,AL00008,Song_00401,Punjabi,Devotional,242.73,53.74
S00402,A0388,AL00680,Song_00402,Telugu,Hip-Hop,156.22,25.48
S00403,A0160,AL00895,Song_00403,Telugu,Pop,189.16,32.13
S00404,A0485,AL00661,Song_00404,Kannada,Folk,146.38,51.54
S00405,A0250,AL00461,Song_00405,Telugu,Folk,219.5,54.21
S00406,A0250,AL00994,Song_00406,Hindi,Romantic,251.28,1.37
S00407,A0217,AL00445,Song_00407,Punjabi,Pop,183.84,95.94
S00408,A0072,AL00852,Song_00408,Hindi,Devotional,149.41,57.56
S00409,A0467,AL00557,Song_00409,English,Pop,160.77,58.92
S00410,A0007,AL00032,Song_00410,Malayalam,Electronic,267.26,21.15
S00411,A0087,AL00637,Song_00411,Tamil,Lo-Fi,168.18,76.5
S00412,A0115,AL00060,Song_00412,Gujarati,Electronic,259.45,73.73
S00413,A0140,AL01117,Song_00413,English,Hip-Hop,179.62,9.52
S00414,A0066,AL00722,Song_00414,Punjabi,Romantic,153.97,59.5
S00415,A0009,AL00447,Song_00415,English,Devotional,250.92,65.82
S00416,A0339,AL00583,Song_00416,Hindi,Pop,204.34,83.56
S00417,A0484,AL00743,Song_00417,Hindi,Indie,125.63,20.61
S00418,A0061,AL00312,Song_00418,Punjabi,Classical,292.79,87.76
S00419,A0148,AL00346,Song_00419,Hindi,Electronic,146.6,46.15
S00420,A0253,AL00502,Song_00420,Malayalam,Hip-Hop,183.61,9.65
S00421,A0463,AL00311,Song_00421,Hindi,Electronic,189.26,10.56
S00422,A0347,AL00909,Song_00422,Hindi,Devotional,208.1,19.78
S00423,A0383,AL00125,Song_00423,Telugu,Hip-Hop,261.38,28.28
S00424,A0290,AL00992,Song_00424,Hindi,Rock,121.1,49.64
S00425,A0209,AL00418,Song_00425,Kannada,Pop,287.84,74.88
S00426,A0100,AL00673,Song_00426,Tamil,Classical,236.28,18.67
S00427,A0432,AL00190,Song_00427,Hindi,Hip-Hop,291.12,99.27
S00428,A0402,AL00463,Song_00428,Tamil,Romantic,267.13,16.15
S00429,A0013,AL00905,Song_00429,Marathi,Indie,287.01,59.94
S00430,A0357,AL00325,Song_00430,Telugu,Indie,228.18,92.89
S00431,A0043,AL00159,Song_00431,Bengali,Pop,184.32,83.25
S00432,A0369,AL00626,Song_00432,Tamil,Romantic,199.72,64.79
S00433,A0413,AL00195,Song_00433,Punjabi,Pop,238.45,71.55
S00434,A0066,AL00378,Song_00434,English,Devotional,196.85,13.42
S00435,A0217,AL00541,Song_00435,Tamil,Rock,251.7,0.97
S00436,A0062,AL00677,Song_00436,Malayalam,Pop,136.53,43.41
S00437,A0284,AL00767,Song_00437,Punjabi,Romantic,269.4,8.95
S00438,A0463,AL00812,Song_00438,Marathi,Lo-Fi,156.75,35.78
S00439,A0041,AL01013,Song_00439,English,Hip-Hop,289.91,22.37
S00440,A0199,AL00080,Song_00440,Telugu,Devotional,148.0,91.63
S00441,A0486,AL00435,Song_00441,Gujarati,Classical,143.25,88.01
S00442,A0151,AL00002,Song_00442,Hindi,Romantic,266.14,81.89
S00443,A0066,AL00012,Song_00443,Hindi,Rock,267.37,71.39
S00444,A0244,AL00255,Song_00444,Punjabi,Pop,252.98,15.41
S00445,A0254,AL00718,Song_00445,English,Electronic,292.9,4.84
S00446,A0331,AL01073,Song_00446,Punjabi,Rock,168.7,65.39
S00447,A0157,AL00928,Song_00447,Hindi,Classical,268.8,64.23
S00448,A0477,AL00775,Song_00448,English,Romantic,183.37,36.94
S00449,A0260,AL00934,Song_00449,Punjabi,Folk,216.73,47.27
S00450,A0143,AL00207,Song_00450,Punjabi,Hip-Hop,200.21,48.91
S00451,A0480,AL01007,Song_00451,Marathi,Indie,121.05,23.99
S00452,A0462,AL01068,Song_00452,Tamil,Folk,223.4,31.42
S00453,A0250,AL00114,Song_00453,Marathi,Electronic,254.55,41.84
S00454,A0013,AL00564,Song_00454,Telugu,Devotional,151.42,60.32
S00455,A0298,AL00996,Song_00455,Marathi,Folk,287.7,95.58
S00456,A0278,AL00571,Song_00456,Punjabi,Romantic,215.47,53.85
S00457,A0074,AL01008,Song_00457,Marathi,Lo-Fi,152.08,73.12
S00458,A0317,AL01122,Song_00458,Hindi,Indie,236.27,80.7
S00459,A0420,AL00570,Song_00459,Hindi,Classical,154.55,11.35
S00460,A0053,AL00072,Song_00460,Punjabi,Hip-Hop,131.44,65.31
S00461,A0361,AL00408,Song_00461,Kannada,Electronic,243.36,48.21
S00462,A0071,AL00258,Song_00462,Marathi,Lo-Fi,139.93,57.24
S00463,A0374,AL00569,Song_00463,Hindi,Devotional,139.12,3.84
S00464,A0210,AL00703,Song_00464,Punjabi,Pop,253.19,90.62
S00465,A0004,AL00557,Song_00465,Hindi,Classical,129.94,95.28
S00466,A0483,AL00235,Song_00466,Tamil,Electronic,265.76,0.35
S00467,A0083,AL00362,Song_00467,Bengali,Rock,263.31,21.28
S00468,A0298,AL00815,Song_00468,Punjabi,Electronic,145.45,18.02
S00469,A0091,AL00033,Song_00469,Punjabi,Electronic,213.31,78.13
S00470,A0466,AL00257,Song_00470,English,Pop,137.39,59.81
S00471,A0369,AL01070,Song_00471,English,Indie,233.86,17.73
S00472,A0402,AL00119,Song_00472,Bengali,Romantic,131.33,81.4
S00473,A0216,AL00498,Song_00473,Tamil,Classical,290.01,35.35
S00474,A0234,AL00249,Song_00474,Punjabi,Rock,157.39,46.09
S00475,A0317,AL00126,Song_00475,English,Folk,242.92,38.73
S00476,A0392,AL00507,Song_00476,Hindi,Folk,143.09,52.14
S00477,A0423,AL00626,Song_00477,Hindi,Classical,157.73,48.01
S00478,A0009,AL00212,Song_00478,Hindi,Indie,201.17,27.46
S00479,A0332,AL00094,Song_00479,English,Devotional,223.16,42.46
S00480,A0055,AL00162,Song_00480,Malayalam,Devotional,299.8,90.83
S00481,A0144,AL00782,Song_00481,Punjabi,Devotional,124.67,50.29
S00482,A0414,AL01032,Song_00482,Hindi,Electronic,120.06,91.64
S00483,A0126,AL00217,Song_00483,Hindi,Lo-Fi,183.07,55.01
S00484,A0398,AL00385,Song_00484,English,Folk,185.91,76.88
S00485,A0232,AL00413,Song_00485,Telugu,Romantic,279.09,29.36
S00486,A0117,AL00433,Song_00486,English,Classical,284.26,79.04
S00487,A0167,AL00293,Song_00487,Telugu,Classical,278.49,26.43
S00488,A0265,AL00067,Song_00488,Telugu,Indie,145.77,1.95
S00489,A0382,AL00630,Song_00489,Hindi,Indie,194.18,16.07
S00490,A0303,AL00429,Song_00490,Marathi,Electronic,254.26,2.17
S00491,A0466,AL00411,Song_00491,Malayalam,Classical,176.27,94.71
S00492,A0434,AL00318,Song_00492,English,Hip-Hop,239.38,100.0
S00493,A0376,AL01115,Song_00493,Hindi,Classical,162.69,76.22
S00494,A0301,AL00732,Song_00494,Malayalam,Folk,178.22,10.81
S00495,A0145,AL00503,Song_00495,Kannada,Rock,274.88,89.89
S00496,A0206,AL00247,Song_00496,Punjabi,Pop,165.09,74.38
S00497,A0060,AL00961,Song_00497,Punjabi,Lo-Fi,293.58,33.22
S00498,A0187,AL01066,Song_00498,Hindi,Romantic,175.13,50.23
S00499,A0463,AL00039,Song_00499,Telugu,Devotional,124.24,66.18
S00500,A0213,AL01115,Song_00500,English,Folk,165.88,2.41
S00501,A0057,AL00839,Song_00501,Hindi,Hip-Hop,150.82,50.15
S00502,A0326,AL00120,Song_00502,Tamil,Rock,211.23,73.24
S00503,A0481,AL00904,Song_00503,Malayalam,Hip-Hop,140.29,18.82
S00504,A0433,AL00129,Song_00504,Bengali,Romantic,232.69,44.38
S00505,A0137,AL00061,Song_00505,Hindi,Romantic,277.48,53.25
S00506,A0227,AL00139,Song_00506,Hindi,Romantic,185.25,73.56
S00507,A0265,AL00552,Song_00507,Malayalam,Classical,150.33,96.45
S00508,A0124,AL00743,Song_00508,Malayalam,Indie,192.0,84.83
S00509,A0135,AL00489,Song_00509,Punjabi,Pop,261.47,62.15
S00510,A0119,AL00147,Song_00510,Marathi,Folk,226.47,58.36
S00511,A0497,AL00239,Song_00511,English,Devotional,138.21,60.32
S00512,A0373,AL01023,Song_00512,English,Pop,216.69,54.52
S00513,A0420,AL01155,Song_00513,Hindi,Folk,204.26,5.94
S00514,A0408,AL00905,Song_00514,Hindi,Pop,178.88,69.83
S00515,A0479,AL00124,Song_00515,Hindi,Indie,139.83,71.63
S00516,A0053,AL00983,Song_00516,Bengali,Classical,296.6,51.25
S00517,A0440,AL00830,Song_00517,Hindi,Indie,151.69,87.04
S00518,A0034,AL00631,Song_00518,Hindi,Lo-Fi,154.69,67.24
S00519,A0238,AL00172,Song_00519,Punjabi,Lo-Fi,146.2,36.27
S00520,A0297,AL01196,Song_00520,Hindi,Hip-Hop,222.63,1.97
S00521,A0179,AL00531,Song_00521,Hindi,Indie,199.86,5.92
S00522,A0073,AL00053,Song_00522,Punjabi,Lo-Fi,164.92,35.18
S00523,A0096,AL00252,Song_00523,English,Electronic,197.3,46.21
S00524,A0412,AL00482,Song_00524,Marathi,Folk,241.23,16.69
S00525,A0160,AL00075,Song_00525,Kannada,Classical,170.71,18.93
S00526,A0155,AL00389,Song_00526,Hindi,Hip-Hop,284.74,23.02
S00527,A0461,AL00562,Song_00527,Kannada,Indie,175.14,78.05
S00528,A0072,AL01138,Song_00528,Kannada,Folk,155.67,77.13
S00529,A0457,AL00104,Song_00529,Bengali,Lo-Fi,291.82,38.29
S00530,A0460,AL00692,Song_00530,Marathi,Devotional,265.9,17.24
S00531,A0299,AL01098,Song_00531,Marathi,Electronic,181.76,11.09
S00532,A0083,AL00967,Song_00532,Marathi,Indie,271.46,8.71
S00533,A0078,AL01110,Song_00533,Tamil,Rock,213.39,39.13
S00534,A0143,AL00205,Song_00534,Hindi,Classical,182.42,4.55
S00535,A0289,AL00961,Song_00535,Malayalam,Classical,271.13,33.36
S00536,A0077,AL01174,Song_00536,Punjabi,Folk,255.39,96.15
S00537,A0228,AL00391,Song_00537,Telugu,Indie,173.62,50.75
S00538,A0058,AL00598,Song_00538,English,Electronic,229.2,82.26
S00539,A0270,AL00637,Song_00539,Hindi,Pop,186.49,12.93
S00540,A0011,AL00592,Song_00540,Punjabi,Electronic,120.19,26.81
S00541,A0354,AL00348,Song_00541,Punjabi,Indie,293.13,94.65
S00542,A0028,AL01165,Song_00542,English,Lo-Fi,218.93,38.36
S00543,A0098,AL01147,Song_00543,English,Classical,227.72,64.84
S00544,A0088,AL00457,Song_00544,Hindi,Classical,227.98,97.61
S00545,A0415,AL00966,Song_00545,Punjabi,Romantic,219.12,55.08
S00546,A0027,AL00477,Song_00546,English,Folk,172.21,30.53
S00547,A0215,AL00953,Song_00547,Gujarati,Electronic,294.88,53.19
S00548,A0295,AL00702,Song_00548,Hindi,Folk,231.9,5.46
S00549,A0258,AL00564,Song_00549,English,Pop,240.77,11.24
S00550,A0340,AL00154,Song_00550,Hindi,Hip-Hop,201.86,0.72
S00551,A0401,AL00785,Song_00551,Punjabi,Folk,171.82,88.42
S00552,A0197,AL00385,Song_00552,English,Pop,131.58,67.13
S00553,A0414,AL00261,Song_00553,Marathi,Indie,183.04,29.83
S00554,A0159,AL00232,Song_00554,Malayalam,Classical,151.7,22.12
S00555,A0492,AL01178,Song_00555,Hindi,Lo-Fi,239.18,68.31
S00556,A0252,AL00124,Song_00556,Tamil,Folk,278.22,91.95
S00557,A0368,AL00958,Song_00557,Hindi,Folk,174.5,29.91
S00558,A0437,AL01039,Song_00558,Hindi,Hip-Hop,179.92,32.16
S00559,A0396,AL00038,Song_00559,English,Indie,240.67,85.42
S00560,A0425,AL00707,Song_00560,Hindi,Electronic,146.87,89.34
S00561,A0268,AL00693,Song_00561,Marathi,Lo-Fi,287.3,91.4
S00562,A0022,AL00431,Song_00562,Marathi,Pop,185.49,29.32
S00563,A0247,AL00800,Song_00563,Tamil,Lo-Fi,138.22,12.03
S00564,A0091,AL00490,Song_00564,Punjabi,Rock,151.44,44.0
S00565,A0444,AL00528,Song_00565,Marathi,Romantic,287.89,29.58
S00566,A0119,AL00518,Song_00566,English,Devotional,164.48,88.39
S00567,A0114,AL00961,Song_00567,Hindi,Electronic,239.21,3.66
S00568,A0125,AL00760,Song_00568,Hindi,Romantic,148.11,63.39
S00569,A0321,AL00455,Song_00569,Marathi,Pop,154.94,90.62
S00570,A0286,AL01112,Song_00570,Gujarati,Folk,278.26,97.67
S00571,A0474,AL00962,Song_00571,Hindi,Lo-Fi,146.65,65.01
S00572,A0208,AL01119,Song_00572,Punjabi,Romantic,123.38,94.99
S00573,A0141,AL00876,Song_00573,Telugu,Lo-Fi,210.22,7.57
S00574,A0025,AL00470,Song_00574,Bengali,Lo-Fi,275.29,35.93
S00575,A0004,AL00927,Song_00575,Punjabi,Lo-Fi,178.68,0.87
S00576,A0187,AL00395,Song_00576,Marathi,Hip-Hop,143.07,98.12
S00577,A0462,AL00325,Song_00577,Tamil,Indie,296.8,90.27
S00578,A0262,AL00541,Song_00578,Bengali,Lo-Fi,241.81,2.81
S00579,A0446,AL01163,Song_00579,Hindi,Lo-Fi,273.12,1.81
S00580,A0051,AL00681,Song_00580,Malayalam,Devotional,255.38,36.7
S00581,A0047,AL00461,Song_00581,Hindi,Romantic,245.68,25.85
S00582,A0416,AL00554,Song_00582,Bengali,Pop,189.22,84.69
S00583,A0054,AL00350,Song_00583,Hindi,Hip-Hop,178.38,16.05
S00584,A0026,AL00790,Song_00584,Hindi,Pop,249.05,79.06
S00585,A0202,AL00421,Song_00585,Hindi,Romantic,249.01,55.45
S00586,A0462,AL00665,Song_00586,English,Pop,291.11,37.74
S00587,A0345,AL00444,Song_00587,English,Electronic,222.36,14.57
S00588,A0050,AL00385,Song_00588,Hindi,Indie,173.03,99.77
S00589,A0418,AL01164,Song_00589,English,Indie,208.12,61.8
S00590,A0421,AL00415,Song_00590,English,Folk,230.47,43.94
S00591,A0400,AL00085,Song_00591,Telugu,Classical,196.81,37.11
S00592,A0451,AL00454,Song_00592,Kannada,Classical,262.4,90.57
S00593,A0120,AL00639,Song_00593,Marathi,Hip-Hop,225.23,82.12
S00594,A0489,AL00114,Song_00594,Hindi,Classical,121.7,81.12
S00595,A0161,AL00367,Song_00595,Hindi,Romantic,222.57,61.62
S00596,A0401,AL00200,Song_00596,Kannada,Indie,234.05,88.8
S00597,A0290,AL00601,Song_00597,Hindi,Lo-Fi,284.75,29.93
S00598,A0389,AL00868,Song_00598,English,Indie,194.47,70.37
S00599,A0314,AL01162,Song_00599,Malayalam,Hip-Hop,223.4,40.44
S00600,A0321,AL00467,Song_00600,Malayalam,Devotional,205.5,60.0
S00601,A0308,AL01036,Song_00601,English,Folk,215.7,99.82
S00602,A0389,AL00258,Song_00602,Marathi,Classical,132.11,98.45
S00603,A0369,AL00936,Song_00603,English,Hip-Hop,281.51,51.26
S00604,A0068,AL00675,Song_00604,Telugu,Electronic,283.87,57.39
S00605,A0413,AL00910,Song_00605,Hindi,Romantic,218.65,89.73
S00606,A0268,AL00906,Song_00606,Hindi,Lo-Fi,220.18,98.56
S00607,A0162,AL00639,Song_00607,Marathi,Rock,130.36,77.86
S00608,A0257,AL00309,Song_00608,Hindi,Rock,227.63,6.52
S00609,A0483,AL00631,Song_00609,Marathi,Electronic,197.25,32.26
S00610,A0428,AL00992,Song_00610,English,Pop,247.63,89.66
S00611,A0417,AL01164,Song_00611,Kannada,Hip-Hop,128.48,76.84
S00612,A0231,AL01113,Song_00612,Telugu,Romantic,247.96,74.22
S00613,A0392,AL00218,Song_00613,English,Rock,171.64,66.79
S00614,A0193,AL00717,Song_00614,Telugu,Indie,237.31,41.53
S00615,A0343,AL00126,Song_00615,Hindi,Romantic,232.88,40.32
S00616,A0320,AL00803,Song_00616,English,Rock,160.83,80.89
S00617,A0125,AL01190,Song_00617,Hindi,Electronic,199.28,29.38
S00618,A0133,AL00064,Song_00618,Bengali,Lo-Fi,270.41,68.48
S00619,A0031,AL00788,Song_00619,Bengali,Pop,229.01,72.62
S00620,A0070,AL01134,Song_00620,Kannada,Devotional,132.37,84.46
S00621,A0217,AL01016,Song_00621,Kannada,Pop,199.72,31.99
S00622,A0239,AL00471,Song_00622,Malayalam,Indie,176.12,74.19
S00623,A0083,AL00125,Song_00623,Hindi,Folk,235.5,10.65
S00624,A0209,AL01108,Song_00624,Malayalam,Electronic,230.62,13.81
S00625,A0302,AL01105,Song_00625,Punjabi,Hip-Hop,121.87,41.73
S00626,A0117,AL00695,Song_00626,English,Hip-Hop,229.39,5.52
S00627,A0169,AL01174,Song_00627,Punjabi,Electronic,252.27,94.77
S00628,A0184,AL00006,Song_00628,English,Folk,258.37,90.19
S00629,A0253,AL00740,Song_00629,Hindi,Hip-Hop,130.62,4.89
S00630,A0183,AL00047,Song_00630,Hindi,Pop,174.66,83.83
S00631,A0368,AL01122,Song_00631,Hindi,Classical,195.83,50.89
S00632,A0164,AL00816,Song_00632,English,Devotional,152.36,70.2
S00633,A0217,AL01096,Song_00633,Kannada,Classical,195.73,88.69
S00634,A0190,AL00675,Song_00634,Marathi,Lo-Fi,132.8,57.7
S00635,A0092,AL00100,Song_00635,Punjabi,Folk,140.38,11.63
S00636,A0343,AL00032,Song_00636,English,Electronic,240.37,0.26
S00637,A0118,AL00403,Song_00637,English,Pop,167.26,49.69
S00638,A0149,AL00892,Song_00638,Hindi,Folk,248.05,94.92
S00639,A0396,AL00182,Song_00639,Bengali,Electronic,128.66,57.26
S00640,A0474,AL01022,Song_00640,Hindi,Rock,221.29,37.29
S00641,A0335,AL00288,Song_00641,Tamil,Indie,190.46,3.09
S00642,A0458,AL00596,Song_00642,Telugu,Folk,263.45,91.5
S00643,A0427,AL00244,Song_00643,Punjabi,Lo-Fi,261.11,32.72
S00644,A0240,AL00559,Song_00644,Bengali,Indie,187.6,70.48
S00645,A0385,AL00543,Song_00645,Hindi,Pop,232.09,69.42
S00646,A0164,AL00007,Song_00646,Kannada,Devotional,160.96,25.39
S00647,A0230,AL00681,Song_00647,Tamil,Devotional,224.47,6.38
S00648,A0268,AL00944,Song_00648,Telugu,Pop,134.63,38.5
S00649,A0480,AL01123,Song_00649,Marathi,Folk,198.23,31.71
S00650,A0424,AL00397,Song_00650,Bengali,Hip-Hop,152.89,70.03
S00651,A0245,AL01056,Song_00651,Gujarati,Folk,279.01,81.98
S00652,A0326,AL01054,Song_00652,English,Indie,200.08,22.24
S00653,A0101,AL01186,Song_00653,Telugu,Rock,226.34,52.82
S00654,A0402,AL00448,Song_00654,Tamil,Pop,184.87,4.06
S00655,A0276,AL01021,Song_00655,English,Pop,171.97,21.43
S00656,A0266,AL00678,Song_00656,Malayalam,Electronic,156.53,76.18
S00657,A0383,AL00070,Song_00657,English,Rock,284.14,79.34
S00658,A0316,AL00325,Song_00658,Punjabi,Folk,263.9,77.64
S00659,A0037,AL00806,Song_00659,Hindi,Hip-Hop,143.99,14.24
S00660,A0144,AL00193,Song_00660,Hindi,Lo-Fi,254.41,55.1
S00661,A0089,AL00522,Song_00661,Bengali,Lo-Fi,195.34,42.27
S00662,A0367,AL00930,Song_00662,English,Romantic,122.77,99.15
S00663,A0018,AL00180,Song_00663,English,Devotional,215.11,65.41
S00664,A0101,AL00596,Song_00664,Hindi,Lo-Fi,143.41,93.52
S00665,A0299,AL00258,Song_00665,English,Rock,157.79,14.54
S00666,A0347,AL00644,Song_00666,Telugu,Pop,245.29,45.09
S00667,A0252,AL00289,Song_00667,Kannada,Folk,166.29,77.16
S00668,A0430,AL01158,Song_00668,Hindi,Classical,280.54,36.79
S00669,A0459,AL00092,Song_00669,Punjabi,Pop,238.29,63.25
S00670,A0066,AL01156,Song_00670,English,Folk,269.81,51.17
S00671,A0476,AL00950,Song_00671,Marathi,Devotional,230.73,99.19
S00672,A0307,AL01026,Song_00672,English,Pop,276.39,17.39
S00673,A0318,AL01021,Song_00673,English,Hip-Hop,185.1,93.53
S00674,A0048,AL00225,Song_00674,English,Pop,218.85,40.16
S00675,A0311,AL01117,Song_00675,Punjabi,Lo-Fi,212.86,46.8
S00676,A0363,AL00713,Song_00676,Punjabi,Pop,282.68,52.86
S00677,A0290,AL01154,Song_00677,English,Electronic,149.68,26.54
S00678,A0043,AL01053,Song_00678,Telugu,Indie,224.05,96.37
S00679,A0262,AL00695,Song_00679,Tamil,Indie,255.8,91.15
S00680,A0468,AL00449,Song_00680,English,Folk,186.61,97.29
S00681,A0361,AL00141,Song_00681,Telugu,Folk,276.16,99.69
S00682,A0069,AL00122,Song_00682,Bengali,Romantic,187.14,66.98
S00683,A0480,AL00468,Song_00683,Hindi,Pop,151.2,45.17
S00684,A0479,AL00973,Song_00684,Punjabi,Romantic,225.13,85.07
S00685,A0085,AL00606,Song_00685,Hindi,Devotional,195.7,2.38
S00686,A0400,AL00578,Song_00686,Tamil,Indie,122.73,83.44
S00687,A0203,AL00294,Song_00687,Hindi,Pop,132.57,49.73
S00688,A0297,AL00677,Song_00688,Marathi,Hip-Hop,155.15,67.32
S00689,A0223,AL00766,Song_00689,Hindi,Indie,258.48,37.4
S00690,A0391,AL01178,Song_00690,Punjabi,Electronic,280.57,36.86
S00691,A0498,AL00875,Song_00691,Malayalam,Rock,218.22,3.17
S00692,A0397,AL00729,Song_00692,English,Lo-Fi,139.0,42.38
S00693,A0465,AL01092,Song_00693,Kannada,Lo-Fi,216.2,40.84
S00694,A0473,AL00510,Song_00694,Gujarati,Electronic,274.01,22.48
S00695,A0045,AL01122,Song_00695,Kannada,Classical,254.91,24.73
S00696,A0127,AL00444,Song_00696,Hindi,Folk,172.4,58.41
S00697,A0361,AL00154,Song_00697,Telugu,Electronic,142.3,31.78
S00698,A0295,AL00501,Song_00698,Hindi,Indie,282.12,83.03
S00699,A0026,AL00155,Song_00699,English,Classical,273.74,11.14
S00700,A0048,AL00142,Song_00700,Kannada,Folk,129.67,57.76
S00701,A0260,AL01057,Song_00701,Tamil,Indie,268.26,16.0
S00702,A0308,AL00953,Song_00702,Punjabi,Romantic,137.5,52.82
S00703,A0084,AL00266,Song_00703,English,Lo-Fi,131.39,55.25
S00704,A0086,AL01005,Song_00704,Telugu,Pop,256.55,64.23
S00705,A0065,AL00083,Song_00705,Tamil,Devotional,216.54,42.74
S00706,A0282,AL00341,Song_00706,English,Devotional,194.62,50.95
S00707,A0004,AL00847,Song_00707,Kannada,Indie,282.7,18.1
S00708,A0286,AL00365,Song_00708,Hindi,Pop,271.07,46.3
S00709,A0238,AL00876,Song_00709,Hindi,Classical,130.37,37.3
S00710,A0233,AL01049,Song_00710,Marathi,Folk,230.9,66.61
S00711,A0339,AL00080,Song_00711,Gujarati,Hip-Hop,259.01,43.48
S00712,A0261,AL00029,Song_00712,Hindi,Devotional,219.09,77.93
S00713,A0364,AL01128,Song_00713,Hindi,Folk,296.94,42.6
S00714,A0382,AL00625,Song_00714,Hindi,Lo-Fi,243.49,23.58
S00715,A0460,AL00608,Song_00715,Bengali,Indie,138.75,27.37
S00716,A0399,AL00556,Song_00716,Hindi,Rock,155.69,4.53
S00717,A0259,AL00520,Song_00717,Punjabi,Devotional,268.72,53.99
S00718,A0246,AL00828,Song_00718,Gujarati,Classical,299.42,83.09
S00719,A0118,AL00696,Song_00719,Hindi,Devotional,137.7,76.91
S00720,A0300,AL00196,Song_00720,Punjabi,Electronic,138.06,43.78
S00721,A0070,AL00752,Song_00721,Punjabi,Electronic,257.41,19.61
S00722,A0465,AL00802,Song_00722,Telugu,Hip-Hop,131.58,86.35
S00723,A0422,AL00137,Song_00723,English,Electronic,132.34,5.68
S00724,A0060,AL00452,Song_00724,English,Indie,279.99,39.92
S00725,A0393,AL00948,Song_00725,Hindi,Lo-Fi,264.08,85.66
S00726,A0059,AL00742,Song_00726,Tamil,Devotional,278.68,39.32
S00727,A0360,AL00164,Song_00727,Telugu,Folk,237.09,11.79
S00728,A0044,AL00049,Song_00728,Hindi,Lo-Fi,178.06,26.59
S00729,A0244,AL00697,Song_00729,English,Lo-Fi,283.14,60.0
S00730,A0329,AL00554,Song_00730,Kannada,Electronic,173.77,15.2
S00731,A0364,AL01153,Song_00731,Hindi,Indie,169.59,65.49
S00732,A0209,AL00627,Song_00732,Hindi,Romantic,279.55,43.82
S00733,A0460,AL01117,Song_00733,Punjabi,Rock,242.55,33.44
S00734,A0387,AL00257,Song_00734,English,Classical,281.22,24.09
S00735,A0104,AL00537,Song_00735,Hindi,Electronic,148.06,82.33
S00736,A0335,AL00168,Song_00736,English,Indie,291.41,39.67
S00737,A0365,AL00689,Song_00737,Hindi,Classical,230.29,73.85
S00738,A0167,AL00226,Song_00738,Punjabi,Romantic,240.25,44.04
S00739,A0369,AL00591,Song_00739,Tamil,Electronic,284.53,9.19
S00740,A0449,AL00413,Song_00740,Punjabi,Classical,188.54,44.05
S00741,A0408,AL00223,Song_00741,Hindi,Pop,249.52,50.77
S00742,A0381,AL00117,Song_00742,Bengali,Hip-Hop,235.26,45.78
S00743,A0317,AL00614,Song_00743,Hindi,Folk,261.8,81.62
S00744,A0135,AL01136,Song_00744,Telugu,Romantic,281.45,91.09
S00745,A0397,AL00239,Song_00745,English,Classical,242.41,78.68
S00746,A0182,AL00486,Song_00746,Telugu,Indie,132.18,58.28
S00747,A0266,AL00270,Song_00747,Hindi,Pop,152.97,54.14
S00748,A0157,AL00970,Song_00748,Hindi,Romantic,291.72,64.46
S00749,A0157,AL00498,Song_00749,English,Lo-Fi,294.36,28.78
S00750,A0079,AL01169,Song_00750,Hindi,Indie,294.13,81.18
S00751,A0480,AL00294,Song_00751,Hindi,Hip-Hop,126.62,85.68
S00752,A0074,AL00097,Song_00752,Tamil,Romantic,188.84,26.72
S00753,A0044,AL00699,Song_00753,Bengali,Classical,256.74,90.28
S00754,A0468,AL00782,Song_00754,Hindi,Electronic,255.52,84.87
S00755,A0277,AL01188,Song_00755,Kannada,Electronic,135.46,42.45
S00756,A0219,AL01045,Song_00756,Telugu,Romantic,229.71,90.9
S00757,A0369,AL01061,Song_00757,Bengali,Electronic,145.72,12.04
S00758,A0192,AL00761,Song_00758,Tamil,Folk,208.78,2.8
S00759,A0064,AL00432,Song_00759,Marathi,Hip-Hop,163.14,34.79
S00760,A0365,AL00515,Song_00760,Punjabi,Pop,129.57,56.54
